ID#,Date,Head,RCPT,Narration,Receipt,Payment
686,15-09-2022,Loans & Advances-Received,201,Loan from Tom Kozhikottu,15000,0
687,15-09-2022,Repair & Maintenance,472,Cement 7 kg,0,84
688,15-09-2022,Travelling Expense,473,PETROL,0,400
689,16-09-2022,License & Tax,474,Palli muriyude karam adachath,0,716
690,17-09-2022,Repair & Maintenance,476,"Meen theetta, kallupp",0,80
691,17-09-2022,Repair & Maintenance,479,To sudheer for cleaning church premises,0,800
692,18-09-2022,Offerings for Daily Expense(C),202,Nithya chilav,3255,0
693,18-09-2022,"Offerings, Auction, Bhandaram etc-(Nercha)(C)",203,kozhi leelam,180,0
694,19-09-2022,Repair & Maintenance,477,For buying dish wash,0,130
695,19-09-2022,STATIONARY,478,For buying office bag,0,760
696,19-09-2022,STATIONARY,480,For printing reseeth book,0,950
697,21-09-2022,Repair & Maintenance,475,To sudheer for cleaning church premises,0,1600
698,21-09-2022,STATIONARY,481,For buying two cases of soda,0,200
699,21-09-2022,Repair & Maintenance,482,For buying electric products and for the maintains work of unnimishiha kurishupalli,0,3390
700,21-09-2022,Repair & Maintenance,485,Chithalinu marunnu vangiyath,0,115
701,22-09-2022,bank s/b withdrawal,204,Bankil ninnum nikshepam thirike varav,10000,0
702,22-09-2022,Loans & Advances-Received,205,Loan from Kozhikottu biju,10000,0
703,22-09-2022,Travelling Expense,483,PETROL,0,500
704,22-09-2022,Repair & Maintenance,486,Electric work at unnimishikha kurishupalli to shibu,0,1000
705,23-09-2022,Telephone & Postage,484,PHONE RECHARGE,0,210
706,23-09-2022,Rev. Fr. Vicar,487,Allowance to Fr,0,6000
707,25-09-2022,Offerings for Daily Expense(C),206,Nithya chilav,3104,0
708,25-09-2022,Sunday School Expense,488,Milk to Sunday School,0,75
709,25-09-2022,Repair & Maintenance,489,Arival kachiyathinu(5),0,500
710,25-09-2022,STATIONARY,490,Vilakkenna 1 litre,0,160
711,27-09-2022,STATIONARY,491,Devalaya prarthanakal pusthakam vangiyathinu,0,270
712,28-09-2022,Repair & Maintenance,493,Given to kavanal electricals for electric items,0,910
713,29-09-2022,Donation/Offering for Special Purposes(C),207,Thalananikkal shiby thankachan for buying cloths,500,0
714,29-09-2022,Repair & Maintenance,492,Cement for water cooler thara,0,450
715,29-09-2022,STATIONARY,494,"Thabala, chenda vangiyathinu chilav",0,400
716,29-09-2022,Repair & Maintenance,495,White cement 1 kg,0,32
717,29-09-2022,Repair & Maintenance,496,Thottam thelichavarkk kappi and kappi,0,1526
718,29-09-2022,Travelling Expense,497,PETROL,0,500
719,30-09-2022,"Offerings, Auction, Bhandaram etc-(Nercha)(C)",208,Nercha from church,4364,0
720,30-09-2022,"Offerings, Auction, Bhandaram etc-(Nercha)(C)",209,Nercha - Kavumkandam Kurishupalli,4532,0
721,30-09-2022,"Offerings, Auction, Bhandaram etc-(Nercha)(C)",210,Nercha - Unnimishiha kurishupalli,1062,0
722,30-09-2022,Parish Hall Charges Collected(C),211,"Perumalil chachochan, parish hall charges behalf of baptism",5000,0
723,30-09-2022,Candle Offerings(C),212,Thirippanam,170,0
724,30-09-2022,Loans & Advances-Received,213,Loans from kozhikottu biju,10000,0
725,30-09-2022,Electricity Charges,498,ELECTRICITY - Church,0,3550
726,30-09-2022,Repair & Maintenance,499,For buying two sacks of cement,0,900
727,30-09-2022,STATIONARY,500,For buying new board - DRINKING WATER,0,100
728,30-09-2022,Repair & Maintenance,501,To shibu for plumbing works,0,4500
729,30-09-2022,Repair & Maintenance,502,For buying paint,0,200
730,30-09-2022,Repair & Maintenance,503,Given to kaikkaran Georgekutty for repairing the sound system (24/7/2023),0,3500
731,30-09-2022,Rev. Fr. Vicar,504,Allowance to Fr,0,6000
732,30-09-2022,Accountant,505,Accountant allowance,0,3000
733,30-09-2022,Sacristian,506,Sacristian allowance,0,7000
734,30-09-2022,Sweeper,507,Sweeper allowance,0,4500
735,30-09-2022,Advance to Agriculture Account,508,To agricultural account,0,37000
736,01-10-2022,Donation & Gifts-Income(C),214,Donation from Koonamparayil Celine,1000,0
737,01-10-2022,SOUTH INDIAN BANK PALA,215,Given by a believer for a water cooler,0,48500
738,01-10-2022,Donation/Offering for Special Purposes(C),215,Given by a believer for a water cooler,48500,0
739,01-10-2022,STATIONARY,509,For buying vilakkenna,0,130
740,01-10-2022,SOUTH INDIAN BANK PALA,510,Given to the shop for buying water cooler,48500,0
741,01-10-2022,Donation/Offering for Special Purposes(C),510,Given to the shop for buying water cooler,0,48500
742,01-10-2022,Repair & Maintenance,511,One sack cement for fitting water cooler,0,450
743,01-10-2022,Repair & Maintenance,512,Paid to the workers for fitting water cooler,0,5400
744,01-10-2022,Sunday School Expense,513,For buying foods to Sunday School,0,150
745,02-10-2022,Offerings for Daily Expense(C),216,Nithya chilav,3410,0
746,02-10-2022,STATIONARY,514,For buying books for blessings,0,160
747,03-10-2022,Donation/Offering for Special Purposes(C),217,Given by lyju thannikkal for Alter boys uniform,500,0
748,03-10-2022,bank s/b withdrawal,225,Withdrawal from bank,10000,0
749,03-10-2022,Repair & Maintenance,515,To shibhu for bringing cement as vehicle fare,0,400
750,03-10-2022,Repair & Maintenance,516,For buying bolt to wash basin,0,95
751,03-10-2022,Repair & Maintenance,517,For fitting wash basin,0,400
752,03-10-2022,Repair & Maintenance,518,For buyings tiles for wash basin and water cooler,0,4850
753,04-10-2022,Donation/Offering for Special Purposes(C),219,For the maintains of st. Anthonees by thekkalanjiyil lala,3750,0
754,04-10-2022,Repair & Maintenance,519,For repairing fan,0,350
755,04-10-2022,Repair & Maintenance,520,Given to the workers of tile works at the church premises,0,3600
756,04-10-2022,SOUTH INDIAN BANK PALA,525,For buying things for colour shade 2,3100,0
757,04-10-2022,Repair & Maintenance,525,For buying things for colour shade 2,0,3100
758,05-10-2022,Parish Hall Charges Collected(C),221,Vanchikkachalil suneesh - parish hall charges,10000,0
759,05-10-2022,Church Articles & Vestments,222,Video charge - vanchikkachalil suneesh,1000,0
760,05-10-2022,Marriage Offerings (Passaram)(C),223,Pasaram - vanchikkachalil suneesh,3500,0
761,05-10-2022,Sunday School Expense,522,For buying gifts to Sunday school,0,440
762,06-10-2022,Repair & Maintenance,523,For buying wash basin and stant,0,4200
763,08-10-2022,SOUTH INDIAN BANK PALA,224,From agricultural account,0,38684
764,08-10-2022,Advance from Agriculture Account,224,From agricultural account,38684,0
765,08-10-2022,Repair & Maintenance,524,For buying things for water cooler on 30/09/2022,0,2091
766,08-10-2022,STATIONARY,526,Sugar 5 Kg,0,205
767,08-10-2022,STATIONARY,527,SMYM Flag (12),0,1320
768,08-10-2022,Telephone & Postage,528,PHONE RECHARGE,0,320
769,09-10-2022,Offerings for Daily Expense(C),226,Nithya chilav,3905,0
770,11-10-2022,STATIONARY,529,For buying Fish food,0,40
771,11-10-2022,Miscellaneous Expenses,530,For buying milk for organization meeting,0,200
772,12-10-2022,Sunday School Expense,531,For buying cloths to CML Flag,0,570
773,12-10-2022,Travelling Expense,532,PETROL,0,500
774,16-10-2022,Offerings for Daily Expense(C),227,Nithya chilav,4189,0
775,16-10-2022,"Offerings, Auction, Bhandaram etc-(Nercha)(C)",228,Vazhakkula lelam,110,0
776,16-10-2022,"Offerings, Auction, Bhandaram etc-(Nercha)(C)",229,Coconut (4) lelam,60,0
777,16-10-2022,Bank Interest/ Other Interest Received (C),230,Bank intrest,398,0
778,16-10-2022,Travelling Expense,533,Petrol,0,500
779,16-10-2022,SOUTH INDIAN BANK PALA,534,398,0,398
780,17-10-2022,Donation/Offering for Special Purposes(C),231,Given from Kombuthukkil Mary for wash basin works,5000,0
781,17-10-2022,Repair & Maintenance,535,"For buying cement, sand for wash basin works",0,1540
782,17-10-2022,"Wine,Candle, Host, ,Incense Etc.",536,Wine 10 bottle,0,1500
783,19-10-2022,Sale of Old Things,232,sale of old things,50,0
784,19-10-2022,Travelling Expense,537,TA to father for Holy mass (2 days),0,1000
785,20-10-2022,Donation/Offering for Special Purposes(C),233,Given for thekkalanjiyil lala for making the album of St Antony's grotto,7000,0
786,20-10-2022,Donation/Offering for Special Purposes(C),234,Given for thekkalanjiyil lala for Photo of the blessings of st Antony's grotto,5750,0
787,20-10-2022,Parish Hall Charges Collected(C),235,Marriage - Anappara Mathukkuty,10000,0
788,20-10-2022,Church Articles & Vestments,236,Video - Anappara Mathukkuty,1000,0
789,20-10-2022,Miscellaneous Expenses,237,Anappara Mathukkuty marriage - puram panthal,1000,0
790,20-10-2022,Church Articles & Vestments,238,generator - Anappara Mathukkuty,1000,0
791,20-10-2022,Marriage Offerings (Passaram)(C),239,Pasaram - Anappara Mathukkuty,3000,0
792,20-10-2022,Donation/Offering for Special Purposes(C),240,For church notice board (2),6000,0
793,20-10-2022,Rev. Fr. Vicar,538,Allowance to Fr,0,6000
794,20-10-2022,STATIONARY,539,Given to studio for St Antony's album,0,7000
795,20-10-2022,STATIONARY,540,Given to studio for video,0,4750
796,22-10-2022,Repair & Maintenance,541,Given to davis for notice board (2),0,6000
797,23-10-2022,Mission Syro Malabar (Preshithavaram),241,Missiin sunday collection,4000,0
798,23-10-2022,"Offerings, Auction, Bhandaram etc-(Nercha)(C)",242,Mission sunday lelam,900,0
799,23-10-2022,"Adima, Kazhunu, Mudi etc.(C)",254,Pushpam(4) Rs 30 for one,120,0
800,23-10-2022,Travelling Expense,542,PETROL,0,400
801,26-10-2022,STATIONARY,543,For buying calculator,0,380
802,27-10-2022,STATIONARY,544,For buying stationary items,0,40
803,27-10-2022,Mission Syro Malabar (Preshithavaram),546,Mission sunday collections to the dioceses,0,4000
804,27-10-2022,Electricity Charges,547,ELECTRICITY - Church,0,3920
805,27-10-2022,Electricity Charges,548,kavumkandam kurishupalli - electricity charges,0,250
806,27-10-2022,Electricity Charges,549,ELECTRICITY - unnimishiha kurishupalli,0,260
807,27-10-2022,Travelling Expense,550,Petrol for paying electricity bills,0,50
808,27-10-2022,Travelling Expense,552,Petrol,0,500
809,29-10-2022,SOUTH INDIAN BANK PALA,243,Withdrawal from bank,0,20150
810,29-10-2022,bank s/b withdrawal,243,Withdrawal from bank,20150,0
811,29-10-2022,SOUTH INDIAN BANK PALA,545,For buying things for water cooler,20150,0
812,29-10-2022,Repair & Maintenance,545,For buying things for water cooler,0,20150
813,29-10-2022,Repair & Maintenance,551,For Water cooler ruffing works,0,4800
814,30-10-2022,Offerings for Daily Expense(C),244,Nithya chilav,3679,0
815,30-10-2022,"Offerings, Auction, Bhandaram etc-(Nercha)(C)",245,Nercha - Church,7398,0
816,30-10-2022,"Offerings, Auction, Bhandaram etc-(Nercha)(C)",246,Nercha - Kavumkandam Kurishupalli,3668,0
817,30-10-2022,"Offerings, Auction, Bhandaram etc-(Nercha)(C)",247,Nercha - Unnimishiha kurishupalli,1039,0
818,30-10-2022,PARISH DIRECTORY,249,PARISH DIRECTORY - snathosh thachukulath,3000,0
819,30-10-2022,PARISH DIRECTORY,250,PARISH DIRECTORY - puthiyamadathil constructions kollappalli,1000,0
820,30-10-2022,PARISH DIRECTORY,251,Advertisement for PARISH DIRECTORY - Tom kozhikottu,2500,0
821,30-10-2022,PARISH DIRECTORY,252,PARISH DIRECTORY - Raja somil kollappally,6000,0
822,30-10-2022,PARISH DIRECTORY,253,PARISH DIRECTORY - amount from parishioners (24) Rs 350 for a person,8400,0
823,30-10-2022,"Wine,Candle, Host, ,Incense Etc.",553,For buying candles,0,350
824,31-10-2022,Candle Offerings(C),248,Thirippanam,260,0
825,31-10-2022,Rev. Fr. Vicar,554,Allowance to Fr,0,6000
826,31-10-2022,Accountant,555,Accountant allowance,0,3000
827,31-10-2022,Sacristian,556,Sacristian allowance,0,7000
828,31-10-2022,Sweeper,557,Sweeper allowance,0,4500
829,31-10-2022,Advance to Agriculture Account,558,Given to agricultural account,0,26000
830,02-11-2022,Sunday School Expense,559,For buying gifts(rosary ),0,440
831,02-11-2022,Repair & Maintenance,560,For buying mettal (½)for the foreground of the church - 1 load,0,7500
832,03-11-2022,Repair & Maintenance,561,Given to sudeer for flattening the mettel in the church foreground (1½ days),0,1200
833,03-11-2022,STATIONARY,562,"For buyimg note books, diary",0,205
834,03-11-2022,STATIONARY,563,For buying steel tub,0,370
835,03-11-2022,Travelling Expense,564,PETROL,0,500
836,03-11-2022,"Wine,Candle, Host, ,Incense Etc.",565,"For buying Osthi, Candle",0,890
837,05-11-2022,Miscellaneous Expenses,566,Given to village harithakarmasena,0,50
838,05-11-2022,STATIONARY,567,Karshika piriv notice,0,750
839,05-11-2022,Travelling Expense,568,PETROL,0,200
840,06-11-2022,Offerings for Daily Expense(C),257,Nithya chilav,3958,0
841,06-11-2022,"Offerings, Auction, Bhandaram etc-(Nercha)(C)",258,Lelam,500,0
842,07-11-2022,Donation from Diocese for Charity Works,256,To maliyekkapparampil Teena for medical purposes,2500,0
843,07-11-2022,Repair & Maintenance,569,For buying 2 mikes and it's service charges,0,6500
844,07-11-2022,Donation from the Diocese Disbursed,570,Amount given to teena for medical purpose,0,2500
845,07-11-2022,SOUTH INDIAN BANK PALA,571,Amount from agricultural account to bank,28405,0
846,07-11-2022,Advance from Agriculture Account,571,Amount from agricultural account to bank,0,28405
847,08-11-2022,Donation & Gifts-Income(C),255,Donation from maliyekkal gracy,2000,0
848,08-11-2022,Travelling Expense,572,PETROL,0,400
849,08-11-2022,Electricity Charges,573,ELECTRICITY - Church,0,5020
850,11-11-2022,Repair & Maintenance,574,Shed for agricultural collections - food allowance,0,400
851,11-11-2022,Repair & Maintenance,575,For buying flopy disc for organ,0,500
852,11-11-2022,STATIONARY,576,For buying stationary items,0,100
853,11-11-2022,STATIONARY,577,Photostat,0,44
854,11-11-2022,Repair & Maintenance,578,Given for buying mike stand (7/11),0,749
855,13-11-2022,Tomb-Fees-Collected(C),259,Erurikkal Joseph Mruthasamskaram - kuzhikanam,500,0
856,13-11-2022,Tomb-Fees-Collected(C),260,Esthi varv - mruthasamskaram,100,0
857,13-11-2022,Offerings for Daily Expense(C),261,Nithya chilav,3982,0
858,13-11-2022,STATIONARY,579,For taking photostat,0,150
859,13-11-2022,SOUTH INDIAN BANK PALA,580,Given from loocy madathipparampil for water cooler's shade and other works..,42825,0
860,13-11-2022,Donation/Offering for Special Purposes(C),580,Given from loocy madathipparampil for water cooler's shade and other works..,0,42825
861,13-11-2022,Repair & Maintenance,581,Generator diesel,0,3000
862,14-11-2022,Telephone & Postage,582,PHONE RECHARGE,0,663
863,15-11-2022,STATIONARY,583,For buying Plain cover,0,80
864,16-11-2022,Mass Media,584,Mass media collection paid to diocese,0,2000
865,16-11-2022,Peter's Pence,585,Peter's pence collection paid to diocese,0,1500
866,16-11-2022,STATIONARY,586,For buying pin for notice board,0,30
867,16-11-2022,STATIONARY,587,For bbuying table towel,0,50
868,16-11-2022,SOUTH INDIAN BANK PALA,588,Thiratt fees given to diocese,77992,0
869,16-11-2022,Thirattu Form(D),588,Thiratt fees given to diocese,0,77992
870,19-11-2022,Donation & Gifts-Income(C),262,Donation from Thachukunnel Joshy,1000,0
871,19-11-2022,Travelling Expense,589,Travel allowance given to auto driver for Agricultural collection,0,900
872,19-11-2022,Telephone & Postage,590,"Battery, phone recharge amount",0,250
873,19-11-2022,Travelling Expense,591,PETROL,0,300
874,20-11-2022,Tomb-Fees-Collected(C),263,Tomb fees - Chathiyalil Thresiyamma,500,0
875,20-11-2022,Tomb-Fees-Collected(C),264,Esthi varv - mruthasamskaram (Chathiyalil),100,0
876,20-11-2022,Sale of Old Things,265,Sale of sand,1000,0
877,20-11-2022,Offerings for Daily Expense(C),266,Nithya chilav,3618,0
878,20-11-2022,STATIONARY,592,"Paper, pen",0,48
879,24-11-2022,Donation/Offering for Special Purposes(C),268,Given from Joby baby thachukunnel for paying loan,25000,0
880,25-11-2022,Donation/Offering for Special Purposes(C),267,From Agricultural collection,21800,0
881,25-11-2022,SOUTH INDIAN BANK PALA,593,From agricultural collection for loan re payment,100000,0
882,25-11-2022,Donation/Offering for Special Purposes(C),593,From agricultural collection for loan re payment,0,100000
883,25-11-2022,SOUTH INDIAN BANK PALA,594,Collections for office maintains(shelf),52550,0
884,25-11-2022,Donation/Offering for Special Purposes(C),594,Collections for office maintains(shelf),0,52550
885,25-11-2022,SOUTH INDIAN BANK PALA,595,Second collection for office maintains(shelf),30750,0
886,25-11-2022,Donation/Offering for Special Purposes(C),595,Second collection for office maintains(shelf),0,30750
887,25-11-2022,Travelling Expense,596,Petrol - agricultural collection,0,500
888,25-11-2022,Repair & Maintenance,597,For buying 2 divi divi plant,0,120
889,25-11-2022,Travelling Expense,598,Petrol - kudumbakuttiama meeting pala,0,1000
890,25-11-2022,Repair & Maintenance,599,Mirror to the bathroom,0,550
891,25-11-2022,Repair & Maintenance,600,For buying 3 brushes in the bathroom,0,580
892,25-11-2022,Sunday School Expense,601,For buying cloths to CML Flag,0,642
893,26-11-2022,Offerings for Special Purpose(D),269,"Given from kallanikkunnel majo for ½"" mettal",7500,0
894,26-11-2022,Donation/Offering for Special Purposes(C),270,Given from kallanikkunnel majo for buying mikes,6500,0
895,26-11-2022,Marriage Offerings (Passaram)(C),271,Pasaram - Majo Jose Kallanikkunnel,1000,0
896,26-11-2022,Parish Hall Charges Collected(C),272,Parish Hall charges - Binu Vadasseril,10000,0
897,26-11-2022,Charges from Church Articles,273,Video - Vadasseril Binu,500,0
898,26-11-2022,Marriage Offerings (Passaram)(C),274,Pasaram - Vadasseril Binu,2500,0
899,26-11-2022,STATIONARY,602,For buying deepika calendar,0,35
900,26-11-2022,STATIONARY,603,Aradhana krama calendar,0,75
901,26-11-2022,Travelling Expense,604,PETROL,0,100
902,26-11-2022,STATIONARY,605,For buying stationary items,0,464
903,26-11-2022,Rev. Fr. Vicar,606,Allowance to Fr,0,6000
904,26-11-2022,STATIONARY,607,Photostat,0,12
905,26-11-2022,Repair & Maintenance,608,For buying tube light (4),0,800
906,27-11-2022,Offerings for Daily Expense(C),275,Nithya chilav,2820,0
907,28-11-2022,Travelling Expense,609,PETROL,0,300
908,28-11-2022,Sunday School Expense,610,"Photostat, gifts to Sunday School",0,550
909,28-11-2022,STATIONARY,611,Photostat,0,100
910,28-11-2022,Repair & Maintenance,612,For buying plumbing items for water cooler(30/9),0,6846
911,28-11-2022,Miscellaneous Expenses,613,3 days food for Agricultural collection,0,870
912,28-11-2022,Sunday School Expense,614,"Paal, cherukadi",0,750
913,28-11-2022,Church Feast - Expenses,615,"Buying plastic, glue fo Christmas star",0,1575
914,28-11-2022,Church Feast - Expenses,616,"Pipes, blade for CML rally",0,1210
915,28-11-2022,Church Feast - Expenses,617,Food for 2,0,120
916,30-11-2022,Sale of Old Things,276,Sand for the Cremation of maliyekkal mariyakkutty,1000,0
917,30-11-2022,Tomb Expense Collected(C),277,Esthi - maliyekkal mariyakkuty,100,0
918,30-11-2022,"Offerings, Auction, Bhandaram etc-(Nercha)(C)",278,Nercha - Church,5767,0
919,30-11-2022,"Offerings, Auction, Bhandaram etc-(Nercha)(C)",279,Nercha - Kavumkandam Kurishupalli,3528,0
920,30-11-2022,"Offerings, Auction, Bhandaram etc-(Nercha)(C)",280,Nercha - Unnimishiha kurishupalli,995,0
921,30-11-2022,Donation/Offering for Special Purposes(C),281,Lelam of the things collected from agricultural collection,35315,0
922,30-11-2022,Candle Offerings(C),282,Thirippanam,350,0
923,30-11-2022,Repair & Maintenance,618,For buying 5 tube light,0,1000
924,30-11-2022,Miscellaneous Expenses,619,Petrol fare to attend cremation of the mother of mannur lissy in neeranthanam,0,300
925,30-11-2022,Rev. Fr. Vicar,620,Allowance to Fr,0,6000
926,30-11-2022,Accountant,621,Accountant allowance,0,3000
927,30-11-2022,Sacristian,622,Sacristian allowance,0,7000
928,30-11-2022,Sweeper,623,Sweeper allowance,0,4500
929,30-11-2022,Advance to Agriculture Account,624,Given to agricultural account,0,6000
930,01-12-2022,STATIONARY,625,Aluminum bucket (1),0,620
931,01-12-2022,Travelling Expense,626,PETROL,0,500
932,02-12-2022,Church Feast - Expenses,627,Given to shaji for fitting the Christmas star,0,500
933,03-12-2022,Sunday School Expense,628,For buying cloths for CML Flag,0,450
934,03-12-2022,Sunday School Expense,629,Given tomanikkutty for sewing cloths for flag and cap,0,5800
935,03-12-2022,Sunday School Expense,630,For buying safety pin,0,35
936,03-12-2022,STATIONARY,631,For buying smal hand bell,0,600
937,03-12-2022,Travelling Expense,632,PETROL,0,300
938,03-12-2022,Sunday School Expense,633,For buying snacks to CML children,0,125
939,03-12-2022,Travelling Expense,634,"Travelling expense for returning drum to ezhachery, anthyalam",0,300
940,04-12-2022,Donation & Gifts-Income(C),284,Donation from Mylackal Joy,5000,0
941,04-12-2022,Donation/Offering for Special Purposes(C),285,Coconut (8) lelam,160,0
942,04-12-2022,Donation/Offering for Special Purposes(C),286,Lelam of elephant yam(3),160,0
943,04-12-2022,Sunday School Expense,635,Travelling expense for CML rally,0,4000
944,04-12-2022,Travelling Expense,636,TA to priest for Holy mass and confession,0,1500
945,04-12-2022,SOUTH INDIAN BANK PALA,651,Chathiyalil Sebastian for family tomb,20000,0
946,04-12-2022,Tomb Expense Collected(C),651,Chathiyalil Sebastian for family tomb,0,20000
947,04-12-2022,SOUTH INDIAN BANK PALA,652,Chathiyalil Sebastian for family tomb works,20000,0
948,04-12-2022,Tomb Expense Collected(C),652,Chathiyalil Sebastian for family tomb works,0,20000
949,05-12-2022,Offerings for Daily Expense(C),283,Nithya chilav,3446,0
950,05-12-2022,SOUTH INDIAN BANK PALA,290,Chathiyalil Sebastian for family tomb works other fees,0,20000
951,05-12-2022,Tomb Expense Collected(C),290,Chathiyalil Sebastian for family tomb works other fees,20000,0
952,05-12-2022,Travelling Expense,638,"Petrol for travelling to bank, steel house",0,400
953,05-12-2022,SOUTH INDIAN BANK PALA,650,Chathiyalil Sebastian for family tomb other fees,15000,0
954,05-12-2022,Tomb Expense Collected(C),650,Chathiyalil Sebastian for family tomb other fees,0,15000
955,07-12-2022,Repair & Maintenance,639,Given to shibu for electric works,0,1000
956,07-12-2022,Sunday School Expense,640,Sathyadeepam annual varisamkyam (2 year),0,1250
957,07-12-2022,Sunday School Expense,641,Sunday school office works - 2 sacks cement,0,920
958,07-12-2022,Repair & Maintenance,642,For buying M sand,0,3120
959,07-12-2022,Repair & Maintenance,643,For buying cement bricks,0,510
960,07-12-2022,Repair & Maintenance,644,Vehicle fare for bringing ferro slab,0,800
961,07-12-2022,SOUTH INDIAN BANK PALA,645,Bank deposits,53616,0
962,07-12-2022,Advance to Agriculture Account,645,Bank deposits,0,53616
963,08-12-2022,bank s/b withdrawal,292,Bank ill ninn nikshepam thirike varav,30000,0
964,08-12-2022,Donation/Offering for Special Purposes(C),293,Rubber sheet(87kg) × Rs126 from Agricultural collection,10787,0
965,08-12-2022,Donation/Offering for Special Purposes(C),294,Coffee beans from Agricultural collection,330,0
966,08-12-2022,Sunday School Expense,646,Rent given to mariasadhanam for the dresses used in CML rally,0,500
967,08-12-2022,SOUTH INDIAN BANK PALA,647,Bank intrest,382,0
968,08-12-2022,Bank Interest/ Other Interest Received (C),647,Bank intrest,0,382
969,08-12-2022,STATIONARY,649,Piravi pusthakangal,0,300
970,08-12-2022,Church Feast - Expenses,653,"Ballon, drum, photostat for carol",0,520
971,09-12-2022,SOUTH INDIAN BANK PALA,654,Given ferro slab works,15000,0
972,09-12-2022,Repair & Maintenance,654,Given ferro slab works,0,15000
973,09-12-2022,CHARITY,655,Given to sabarmathi dioceses,0,2000
974,10-12-2022,Repair & Maintenance,656,Generator repair,0,350
975,10-12-2022,Repair & Maintenance,657,PVC pipe for garden,0,3500
976,10-12-2022,Repair & Maintenance,658,Auto fare for bringing pipe,0,100
977,10-12-2022,STATIONARY,659,For buying stationary items,0,146
978,11-12-2022,Offerings for Daily Expense(C),295,Nithya chilav,2785,0
979,11-12-2022,Donation/Offering for Special Purposes(C),296,Rabbit lelam(2),150,0
980,12-12-2022,Repair & Maintenance,660,For buying pvc pipe for garden,0,4600
981,12-12-2022,Repair & Maintenance,661,Auto fare for bringing pipe,0,100
982,12-12-2022,Telephone & Postage,662,PHONE RECHARGE,0,540
983,12-12-2022,Repair & Maintenance,663,Given to Justine for ferrosine slab works,0,6000
984,12-12-2022,Repair & Maintenance,664,Petrol fare for bringing electric items,0,200
985,12-12-2022,Repair & Maintenance,665,Given to shibu for electric works,0,5500
986,13-12-2022,Repair & Maintenance,666,Auto fare for bringing metal to the rubber plantation works,0,400
987,13-12-2022,Repair & Maintenance,667,Welding works at church plantation,0,7500
988,14-12-2022,SOUTH INDIAN BANK PALA,668,"For buying pipes, net, sheet to church plantation",26000,0
989,14-12-2022,Repair & Maintenance,668,"For buying pipes, net, sheet to church plantation",0,26000
990,14-12-2022,SOUTH INDIAN BANK PALA,669,For buying ferrosin slab and 4 sacks of cement,6940,0
991,14-12-2022,Repair & Maintenance,669,For buying ferrosin slab and 4 sacks of cement,0,6940
992,14-12-2022,Repair & Maintenance,670,Given to manoharan for welding works at Mechine home at church plantation,0,7500
993,14-12-2022,Repair & Maintenance,671,Given to sudeer for works at the church premises (4 works),0,3300
994,15-12-2022,Repair & Maintenance,672,Given to Justin for almirah works,0,3000
995,15-12-2022,"Wine,Candle, Host, ,Incense Etc.",673,Osthi,0,600
996,15-12-2022,STATIONARY,674,Soap,0,40
997,15-12-2022,STATIONARY,675,For buying jar for petrol,0,35
998,15-12-2022,Repair & Maintenance,676,Given to puthenkudilil George for Mechine home works at church plantation,0,850
999,15-12-2022,STATIONARY,677,For buying seal,0,260
1000,15-12-2022,Repair & Maintenance,678,For buying paint for parish hall,0,6650
1001,15-12-2022,Repair & Maintenance,679,For buying cement for parish hall works,0,478
1002,15-12-2022,Repair & Maintenance,681,For buying paint 2 nd time for parish hall works,0,680
1003,15-12-2022,Church Feast - Expenses,733,"Carol expenses - petrol, firecrackers etc",0,5264
1004,16-12-2022,bank s/b withdrawal,297,Withdrawal from bank,25000,0
1005,16-12-2022,Church Feast - Collection,314,Carol income,5152,0
1006,16-12-2022,Donation/Offering for Special Purposes(C),319,For buying unniyeshu rupam,1000,0
1007,16-12-2022,Repair & Maintenance,680,Painting works at parish hall (6 works),0,5400
1008,16-12-2022,Telephone & Postage,682,PHONE RECHARGE,0,133
1009,16-12-2022,Church Feast - Expenses,683,Chaser for christmas star,0,3000
1010,16-12-2022,Repair & Maintenance,684,Metal to Mechine house,0,310
1011,16-12-2022,Church Feast - Expenses,734,"Sweets, ballon for carol",0,660
1012,16-12-2022,Church Feast - Expenses,735,For stitching christmas pappa dress,0,50
1013,16-12-2022,Church Feast - Expenses,736,For buying coir to tie the generator,0,200
1014,16-12-2022,Church Feast - Expenses,737,Expense for buying child Christ sculpture,0,970
1015,17-12-2022,Church Feast - Collection,315,Carol income,8223,0
1016,17-12-2022,Repair & Maintenance,685,For buying extension board,0,390
1017,17-12-2022,Repair & Maintenance,686,Given to workers for the maintaince works of the Mechine house,0,9000
1018,17-12-2022,Repair & Maintenance,687,2 sacks cement and rock sand for Mechine house works,0,2400
1019,17-12-2022,Repair & Maintenance,688,Vehicle fare for bringing sand,0,700
1020,17-12-2022,Repair & Maintenance,697,For buying napkin,0,128
1021,17-12-2022,Church Feast - Expenses,740,Petrol and cracker(kambithiri),0,2577
1022,18-12-2022,Offerings for Daily Expense(C),298,Nithya chilav,4004,0
1023,18-12-2022,"Offerings, Auction, Bhandaram etc-(Nercha)(C)",299,Lelam - kozhi,350,0
1024,18-12-2022,"Offerings, Auction, Bhandaram etc-(Nercha)(C)",300,Lelam - fowl egg,70,0
1025,18-12-2022,Offerings for Special Purpose(D),301,Donation to agricultural collection,1000,0
1026,18-12-2022,Offerings for Special Purpose(D),302,Agricultural collection lelam,920,0
